Reg_yr,Manufacturing_yr,Km_driven,Engine capacity,Prev_owners,Cylinders,Max Power,Seater,Ground_clearance,Bootspace,Fueltank,Airbags,Fueltype,RTO,Transmission,Insurance_expiry,Insurance_type,Drivetrain,Bodytype,Model,Brand,City,Price
Sep 2013,Aug 2013,"63,584 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,KL29*3975,Manual,2025-09-02,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,kochi,311000
Aug 2013,Aug 2013,"24,049 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,WB16**0700,Manual,2025-08-05,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,kolkata,251474
Sep 2013,Aug 2013,"87,459 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,WB16**3469,Manual,2025-08-17,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,kolkata,222474
Aug 2013,Jun 2013,"29,774 km",,1st,,,,,,,,Petrol,MH05**4034,Manual,2025-07-30,3rd Party,,Hatchback,Wagon R 1.0,Maruti,mumbai,258474
Sep 2013,Aug 2013,"63,403 km",,1st,,,,,,,,CNG,DL3C**8530,Manual,2025-09-12,3rd Party,,Hatchback,Wagon R 1.0,Maruti,noida,247534
Sep 2013,Jul 2013,"32,932 km",998cc,1st,3,68@6200,5,165,228,35,,Petrol,DL9C**8063,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,noida,224474
Jul 2013,May 2013,"94,252 km",998cc,1st,3,59@6200,5,165,,60,,CNG,UP14**6942,Manual,2025-07-06,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,noida,239534
Oct 2013,Aug 2013,"66,461 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,UP14**1817,Manual,2025-10-04,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,noida,256474
Aug 2013,May 2013,"71,143 km",,1st,,,,,,,,CNG,MH04**4498,Manual,2025-08-13,Comprehensive,,Hatchback,Wagon R 1.0,Maruti,pune,286534
Nov 2013,Oct 2013,"50,171 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH14**2808,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,285474
Dec 2014,Sep 2014,"175,442 km",998cc,3rd,3,68@6200,5,165,180,35,,Petrol,******5185,Manual,2026-02-04,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,ahmedabad,176553
Jan 2014,Jan 2014,"63,139 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,******8435,Manual,2026-01-17,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,ahmedabad,229999
May 2014,Apr 2014,"70,177 km",,1st,,,,,,,,Petrol,******9632,Manual,2025-05-13,Comprehensive,,Hatchback,Wagon R 1.0,Maruti,chennai,209000
Jul 2014,Mar 2014,"61,319 km",998cc,1st,3,68@6200,5,165,228,35,,Petrol,HR51**3536,Manual,2025-07-01,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,gurgaon,235474
Mar 2014,Jan 2014,"45,746 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,AP29**4011,Manual,2026-03-30,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,hyderabad,304000
Jun 2014,Mar 2014,"72,697 km",998cc,1st,3,68@6200,5,165,228,35,,Petrol,KL03*0686,Manual,2025-06-02,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,kochi,312474
Jul 2014,May 2014,"80,953 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH02**3607,Manual,2025-08-10,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,257474
Mar 2014,Jan 2014,"16,260 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,DL8C**0536,Manual,2026-03-05,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,new-delhi,268000
May 2014,May 2014,"82,253 km",998cc,2nd,3,68@6200,5,165,180,35,,CNG,HR29**8309,Manual,2024-07-03,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,new-delhi,235974
Mar 2014,Jan 2014,"52,010 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,MH48*2985,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,301474
Apr 2015,Feb 2015,"56,466 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,GJ01**7451,Manual,2025-06-07,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,ahmedabad,277974
May 2015,Apr 2015,"83,612 km",998cc,2nd,3,68@6200,5,165,228,35,,Petrol,******9597,Manual,2025-05-11,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,chennai,188000
May 2015,May 2015,"60,473 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,HR01**2507,Manual,2025-05-27,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,gurgaon,278000
May 2015,Mar 2015,"58,584 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,UP78**2214,Manual,2025-05-10,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,lucknow,283474
Oct 2015,Aug 2015,"53,876 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH43**4651,Manual,2025-10-05,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,313474
Aug 2015,Jul 2015,"63,143 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH04**2472,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,298474
Apr 2015,Feb 2015,"12,157 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,MH02**7973,Manual,2026-04-05,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,289000
Aug 2015,Aug 2015,"64,066 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH50*4820,Manual,2025-09-30,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,302474
May 2015,Apr 2015,"75,977 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH14**0188,Manual,2025-06-19,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,313474
Oct 2016,Sep 2016,"77,951 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,GJ24**4060,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,ahmedabad,310200
Sep 2016,Aug 2016,"61,673 km",998cc,2nd,3,68@6000,5,165,180,35,,Petrol,HR51**7385,Automatic,2025-09-07,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,gurgaon,314474
Apr 2016,Feb 2016,"37,221 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,MH12**1730,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,292474
Sep 2016,Aug 2016,"28,971 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,MH02**9976,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,298474
Jun 2016,Jun 2016,"43,399 km",998cc,2nd,3,68@6000,5,165,180,35,,Petrol,MH02**6906,Automatic,2025-10-23,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,338474
Mar 2016,Feb 2016,"71,928 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,HR51**4965,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,new-delhi,259494
Oct 2016,Sep 2016,"18,571 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH14**7977,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,372474
Nov 2017,Sep 2017,"45,466 km",998cc,2nd,3,68@6000,5,165,180,35,,Petrol,KA51**1185,Automatic,2025-10-25,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,bangalore,399474
Jun 2017,Mar 2017,"57,479 km",998cc,1st,3,59@6200,5,165,,60,,CNG,MH03**4828,Manual,2025-05-28,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,mumbai,393534
Aug 2017,Jul 2017,"59,954 km",998cc,1st,3,68@6200,5,165,180,35,,Petrol,MH11**2778,Manual,2025-08-01,Comprehensive,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,347474
May 2017,Apr 2017,"75,139 km",998cc,2nd,3,68@6200,5,165,180,35,,Petrol,MH04**4056,Manual,2025-05-08,3rd Party,Front Wheel Drive,Hatchback,Wagon R 1.0,Maruti,pune,301674
Oct 2013,Sep 2013,"54,938 km",998cc,1st,3,68@6200,5,165,228,35,,Petrol,KA05**7562,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Wagon R Stingray,Maruti,bangalore,341474
Aug 2021,Apr 2021,"87,209 km",1462cc,1st,4,105@6000,6,,209,45,2,Petrol,KL07**8082,Manual,2025-07-13,Comprehensive,Front Wheel Drive,SUV,XL6,Maruti,kochi,906000
Apr 2023,Mar 2023,"39,488 km",1462cc,1st,4,103@6000,6,,209,45,4,Petrol,DL3C**1983,Automatic,2026-04-10,Zero Depreciation,Front Wheel Drive,SUV,XL6,Maruti,new-delhi,1164400
Apr 2022,Apr 2022,"7,220 km",1991cc,1st,4,306@5800,5,109,405,51,7,Petrol,KA03**6069,Automatic,1970-01-01,,4X4,Sedan,A CLASS LIMOUSINE,Mercedes Benz,bangalore,4600000
Mar 2022,Jan 2022,"28,644 km",1950cc,1st,4,150@3400,5,,395,43,7,Diesel,******4800,Automatic,,Insurance Expired,Front Wheel Drive,Sedan,A CLASS LIMOUSINE,Mercedes Benz,chennai,3500000
Mar 2018,Mar 2017,"39,334 km",2143cc,1st,4,170@3000,5,,480,66,7,Diesel,DL8C**6067,Automatic,2026-03-01,Comprehensive,Rear Wheel Drive,Sedan,C Class,Mercedes Benz,new-delhi,2200000
Jan 2020,Aug 2019,"35,740 km",,1st,,,,,,,,Diesel,******1089,Automatic,2026-01-06,Comprehensive,,Sedan,C Class,Mercedes Benz,bangalore,3497955
Nov 2020,Nov 2019,"1,139 km",1950cc,1st,4,194@3800,5,,480,66,7,Diesel,OD02**0183,Automatic,2025-06-01,Comprehensive,Rear Wheel Drive,Sedan,C Class,Mercedes Benz,new-delhi,3700000
Apr 2019,Apr 2019,"31,163 km",1497cc,2nd,4,184@5800,5,,480,41,7,Petrol,JH0T**4641,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,C Class,Mercedes Benz,new-delhi,3200000
Mar 2024,Mar 2023,"12,956 km",1496cc,1st,4,204@5800,5,97,455,50,6,Petrol,HR26**1123,Automatic,2027-02-01,Third party,Rear Wheel Drive,Sedan,C Class,Mercedes Benz,new-delhi,4900000
Nov 2016,Nov 2016,"69,251 km",2143cc,1st,4,136@3600,5,,470,50,6,Diesel,HR70*8516,Automatic,2025-11-01,Third party,Front Wheel Drive,Sedan,CLA Class,Mercedes Benz,new-delhi,1375000
Aug 2019,Aug 2019,"35,600 km",1991cc,1st,4,184@5500,5,,470,50,6,Petrol,HP15*0200,Automatic,2025-07-01,Comprehensive,Front Wheel Drive,Sedan,CLA Class,Mercedes Benz,new-delhi,2600000
Jan 2013,Jan 2012,"51,200 km",2143cc,2nd,4,170@3000,5,,540,80,,Diesel,MH14**2853,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,E Class,Mercedes Benz,pune,1025000
Mar 2018,Mar 2018,"31,672 km",1950cc,1st,4,194@3800,5,,,,7,Diesel,DL1C*1227,Automatic,2026-03-01,Comprehensive,Rear Wheel Drive,Sedan,E Class,Mercedes Benz,new-delhi,3000000
Aug 2018,Aug 2018,"29,647 km",1991cc,2nd,4,184@5500,5,,,,7,Petrol,MH49**0380,Automatic,2025-08-01,Comprehensive,Rear Wheel Drive,Sedan,E Class,Mercedes Benz,pune,3300000
Mar 2017,Mar 2015,"132,393 km",2987cc,1st,6,258@3600,7,,295,100,9,Diesel,PY04*1499,Automatic,1970-01-01,,4X4,SUV,GL Class,Mercedes Benz,new-delhi,2700000
Jul 2015,Jul 2014,"40,909 km",,2nd,,,,,,,,Petrol,WB12*3051,Automatic,2025-05-01,Comprehensive,,SUV,GLA Class,Mercedes Benz,kolkata,1250000
Jul 2015,Jul 2015,"28,000 km",2143cc,2nd,4,136@3600,5,183,421,50,7,Diesel,WB12*3334,Automatic,2025-07-01,Comprehensive,Front Wheel Drive,SUV,GLA Class,Mercedes Benz,kolkata,1350000
Aug 2021,Jul 2021,"73,119 km",1950cc,1st,4,190@3800,5,143,,43,7,Diesel,******2577,Automatic,2025-08-30,3rd Party,Front Wheel Drive,SUV,GLA Class,Mercedes Benz,chennai,3000000
Jul 2023,Jul 2023,"25,000 km",1950cc,2nd,4,190@3800,5,143,,43,7,Diesel,******9019,Automatic,2026-07-25,Zero Depreciation,Front Wheel Drive,SUV,GLA Class,Mercedes Benz,bangalore,4413161
Mar 2024,Mar 2023,"8,563 km",1332cc,1st,4,163@5500,5,143,435,43,7,Petrol,DL1C**2650,Automatic,2025-07-01,Comprehensive,Front Wheel Drive,SUV,GLA Class,Mercedes Benz,new-delhi,4700000
Oct 2018,Oct 2018,"56,824 km",2143cc,2nd,4,170@3000,5,181,550,,7,Diesel,KA05**1877,Automatic,1970-01-01,,4X4,SUV,GLC CLASS,Mercedes Benz,bangalore,3245000
Aug 2020,Aug 2019,"87,604 km",2143cc,1st,4,170@3000,5,181,550,,7,Diesel,KA17**1881,Automatic,2025-08-01,Comprehensive,4X4,SUV,GLC CLASS,Mercedes Benz,bangalore,3799000
Jun 2022,Jun 2022,"39,236 km",1991cc,1st,4,197@5500,5,181,550,66,7,Petrol,KA13*5578,Automatic,2025-05-01,Comprehensive,Rear Wheel Drive,SUV,GLC CLASS,Mercedes Benz,bangalore,5275000
Apr 2022,Apr 2022,"39,289 km",1950cc,1st,4,194@3800,5,181,550,66,7,Diesel,MH04**2486,Automatic,2025-04-01,Comprehensive,4X4,SUV,GLC CLASS,Mercedes Benz,pune,6500000
Aug 2021,Aug 2019,"21,500 km",1950cc,1st,4,245@4200,5,129,500,50,7,Diesel,CH01**2021,Automatic,2025-07-01,Comprehensive,4X4,SUV,GLC COUPE,Mercedes Benz,new-delhi,5200000
Apr 2016,Apr 2016,"46,302 km",2987cc,1st,6,258@3600,5,,690,93,6,Diesel,KA03**0969,Automatic,1970-01-01,,4X4,SUV,GLE,Mercedes Benz,bangalore,4199000
Apr 2016,Apr 2016,"46,326 km",2987cc,1st,6,258@3600,5,,690,93,6,Diesel,KA03**0969,Automatic,1970-01-01,,4X4,SUV,GLE,Mercedes Benz,bangalore,4295000
Oct 2018,Oct 2018,"85,051 km",2143cc,1st,4,204@3800,5,214,690,93,6,Diesel,HP935003,Automatic,2025-09-01,Comprehensive,4X4,SUV,GLE,Mercedes Benz,new-delhi,3090000
Jun 2018,Jun 2018,"82,621 km",2143cc,1st,4,204@3800,5,214,690,93,6,Diesel,DL1C*5901,Automatic,1970-01-01,,4X4,SUV,GLE,Mercedes Benz,new-delhi,3200000
Mar 2018,Mar 2017,"59,751 km",2996cc,1st,6,367@5500,5,,650,93,6,Petrol,MH01**7686,Automatic,2025-04-01,Comprehensive,4X4,Hatchback,GLE COUPE,Mercedes Benz,pune,6000000
Jun 2016,Jun 2016,"153,065 km",2987cc,2nd,6,258@3400,7,,295,100,8,Diesel,MH14**5040,Automatic,2025-04-01,Comprehensive,4X4,SUV,GLS,Mercedes Benz,pune,4000000
Oct 2018,Oct 2018,"41,596 km",2987cc,2nd,6,258@3400,7,214,600,100,8,Diesel,MH02**7868,Automatic,2025-09-01,Comprehensive,4X4,SUV,GLS,Mercedes Benz,pune,5600000
Jan 2018,Jan 2018,"43,070 km",4663cc,1st,8,459@5250,5,,500,80,8,Petrol,MH01**0900,Automatic,1970-01-01,,4X4,Sedan,Maybach S Class,Mercedes Benz,new-delhi,8875000
Apr 2015,Apr 2015,"108,746 km",2143cc,2nd,4,205@4200,5,,690,70,9,Diesel,MH12**3336,Automatic,2025-10-01,Comprehensive,4X4,SUV,Ml Class,Mercedes Benz,pune,2350000
Mar 2015,Mar 2015,"35,738 km",2987cc,2nd,6,258@3600,5,,530,70,8,Diesel,MH02**3636,Automatic,2025-10-01,Comprehensive,4X4,Sedan,S Class,Mercedes Benz,pune,4000000
Aug 2017,Aug 2016,"15,281 km",2987cc,1st,6,258@3600,5,,530,70,8,Diesel,HR26**9799,Automatic,2025-08-01,Comprehensive,4X4,Sedan,S Class,Mercedes Benz,new-delhi,4200000
May 2016,May 2016,"80,260 km",2987cc,2nd,6,258@3600,5,,530,70,8,Diesel,CH01**1207,Automatic,1970-01-01,,4X4,Sedan,S Class,Mercedes Benz,new-delhi,4500000
Jan 2018,Jan 2017,"43,282 km",2987cc,2nd,6,258@3600,5,,530,70,8,Diesel,HR26**7292,Automatic,1970-01-01,,4X4,Sedan,S Class,Mercedes Benz,new-delhi,4500000
Oct 2017,Oct 2017,"31,000 km",2987cc,1st,6,258@3600,5,,530,70,8,Diesel,MH12**7574,Automatic,2025-10-01,Comprehensive,4X4,Sedan,S Class,Mercedes Benz,pune,6100000
Jan 2022,Dec 2021,"93,739 km",1498cc,2nd,4,110@6000,5,,,48,6,Petrol,TN19**8750,Automatic,2026-01-20,Comprehensive,Front Wheel Drive,SUV,ASTOR,MG,chennai,1059370
Feb 2022,Feb 2022,"36,526 km",1498cc,2nd,4,110@6000,5,,,48,6,Petrol,TN10**4282,Automatic,2026-04-01,3rd Party,Front Wheel Drive,SUV,ASTOR,MG,chennai,1283590
Aug 2022,Jul 2022,"17,378 km",1498cc,1st,4,110@6000,5,,,48,2,Petrol,TN12**2209,Manual,2025-08-10,3rd Party,Front Wheel Drive,SUV,ASTOR,MG,chennai,895796
Jan 2023,Oct 2022,"20,392 km",1349cc,1st,3,140@5600,5,,,45,6,Petrol,TN06**1078,Automatic,2026-01-13,Comprehensive,Front Wheel Drive,SUV,ASTOR,MG,chennai,1462360
Feb 2021,Dec 2020,"142,226 km",1996cc,1st,4,218@4000,6,,,75,6,Diesel,******2981,Automatic,2026-01-06,Zero Depreciation,4X4,SUV,GLOSTER,MG,lucknow,2500000
Aug 2023,Aug 2023,"22,853 km",1996cc,1st,4,216@4000,7,,,75,6,Diesel,KA03**2119,Automatic,1970-01-01,,4X4,SUV,GLOSTER,MG,bangalore,3645000
Aug 2019,Jul 2019,"79,190 km",1956cc,1st,4,170@3750,5,192,,60,6,Diesel,GJ23**6970,Manual,2025-08-04,3rd Party,Front Wheel Drive,SUV,HECTOR,MG,ahmedabad,1098092
Aug 2019,Jul 2019,"79,704 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,TN14*3987,Automatic,2025-08-29,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,chennai,1151315
Dec 2019,Nov 2019,"50,676 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,HR26**3162,Manual,2025-12-10,3rd Party,Front Wheel Drive,SUV,HECTOR,MG,new-delhi,925000
Sep 2020,Jun 2020,"33,831 km",1956cc,1st,4,170@3750,5,192,,60,6,Diesel,PB10**8765,Manual,2025-09-08,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,chandigarh,1338267
Feb 2021,Dec 2020,"64,053 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,PB02**4636,Automatic,2025-12-30,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,chandigarh,1189600
Sep 2020,Jul 2020,"47,685 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,HR51**6284,Automatic,,Insurance Expired,Front Wheel Drive,SUV,HECTOR,MG,faridabad,1180296
Feb 2020,Feb 2020,"41,670 km",1451cc,2nd,4,143@5000,5,192,,60,6,Petrol,DL10**7648,Automatic,2026-02-27,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,ghaziabad,1084590
Mar 2020,Mar 2020,"82,727 km",1956cc,2nd,4,170@3750,5,192,,60,6,Diesel,TS10**5533,Manual,2025-08-07,Zero Depreciation,Front Wheel Drive,SUV,HECTOR,MG,hyderabad,1270637
Oct 2020,Aug 2020,"40,056 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,MH12**3885,Manual,2025-10-13,3rd Party,Front Wheel Drive,SUV,HECTOR,MG,pune,1252016
Sep 2021,Aug 2021,"30,104 km",1451cc,1st,4,143@5000,5,192,587,60,6,Petrol,GJ01**2599,Automatic,2025-08-29,Zero Depreciation,Front Wheel Drive,SUV,HECTOR,MG,ahmedabad,1382833
Aug 2021,Jun 2021,"72,996 km",1956cc,2nd,4,170@3750,5,192,,60,6,Diesel,HR78*5252,Manual,2025-09-23,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,faridabad,1063577
Mar 2021,Jan 2021,"76,829 km",1451cc,1st,4,143@5000,5,192,587,60,6,Petrol,UP32**4451,Automatic,2026-03-02,Zero Depreciation,Front Wheel Drive,SUV,HECTOR,MG,lucknow,1206800
Jun 2021,Apr 2021,"62,000 km",1451cc,1st,4,143@5000,5,192,,60,6,Petrol,DL10**1919,Automatic,2025-06-17,Zero Depreciation,Front Wheel Drive,SUV,HECTOR,MG,new-delhi,1291396
Jul 2021,Jun 2021,"38,335 km",1451cc,1st,4,143@5000,5,192,,60,2,Petrol,DL3C**1823,Manual,2025-07-07,Comprehensive,Front Wheel Drive,SUV,HECTOR,MG,noida,1088259
Oct 2021,Sep 2021,"44,275 km",1451cc,1st,4,143@5000,6,192,,60,6,Petrol,GJ16**8081,Automatic,,Insurance Expired,Front Wheel Drive,SUV,HECTOR PLUS,MG,ahmedabad,1398083
Mar 2021,Jan 2021,"42,908 km",1956cc,2nd,4,170@3750,7,192,,60,4,Diesel,DL10**7601,Manual,2025-03-20,3rd Party,Front Wheel Drive,SUV,HECTOR PLUS,MG,new-delhi,1234267
Apr 2023,Jan 2023,"35,443 km",1956cc,1st,4,170@3750,6,192,,60,6,Diesel,*****7601,Manual,2026-03-29,Comprehensive,Front Wheel Drive,SUV,HECTOR PLUS,MG,ambala,1750000
Jul 2023,Feb 2023,"19,276 km",1451cc,1st,4,143@5000,6,,,60,6,Petrol,KA51**8721,Manual,2025-07-17,Zero Depreciation,Front Wheel Drive,SUV,HECTOR PLUS,MG,bangalore,1773176
Feb 2018,Feb 2017,"29,901 km",1998cc,2nd,4,192@5000,4,115,215,44,4,Petrol,HR26**4159,Automatic,1970-01-01,,Front Wheel Drive,Hatchback,Cooper,Mini,new-delhi,3790000
Aug 2022,Aug 2022,"19,356 km",1998cc,2nd,4,192@5000,5,165,450,51,6,Petrol,MH40**7727,Automatic,2025-09-01,Comprehensive,Front Wheel Drive,Hatchback,Cooper Countryman,Mini,pune,3900000
Dec 2021,Nov 2021,"25,879 km",999cc,1st,3,72@6250,5,205,336,40,2,Petrol,MH12**7479,Manual,,Insurance Expired,Front Wheel Drive,SUV,MAGNITE,Nissan,pune,650474
Oct 2022,Jul 2022,"34,966 km",999cc,1st,3,72@6250,5,205,336,40,2,Petrol,WB24**6550,Manual,2025-10-12,Zero Depreciation,Front Wheel Drive,SUV,MAGNITE,Nissan,kolkata,558474
Jun 2022,May 2022,"27,899 km",999cc,1st,3,72@6250,5,205,336,40,2,Petrol,DL3C**0936,Manual,2025-05-27,3rd Party,Front Wheel Drive,SUV,MAGNITE,Nissan,noida,479474
Jan 2023,Jan 2023,"25,385 km",999cc,2nd,3,72@6250,5,205,336,40,2,Petrol,UP41**5578,Manual,2026-01-26,3rd Party,Front Wheel Drive,SUV,MAGNITE,Nissan,ghaziabad,447000
Apr 2023,Jan 2023,"14,543 km",999cc,1st,3,72@6250,5,205,336,40,2,Petrol,HR26**6346,Manual,,Insurance Expired,Front Wheel Drive,SUV,MAGNITE,Nissan,gurgaon,653226
Jul 2014,Jun 2014,"84,737 km",1198cc,2nd,3,77@6000,5,154,251,41,2,Petrol,KA05**9559,Automatic,,Insurance Expired,Front Wheel Drive,Hatchback,Micra,Nissan,bangalore,356796
Apr 2016,Apr 2016,"58,975 km",2967cc,2nd,6,245@3800,5,215,670,85,6,Diesel,UK07**6001,Automatic,1970-01-01,,4X4,SUV,Cayenne,Porsche,new-delhi,3800000
Aug 2021,Aug 2021,"22,380 km",1984cc,1st,4,252@5000,5,205,458,65,6,Petrol,WB02**6399,Automatic,2025-07-01,Comprehensive,4X4,Sedan,Macan,Porsche,kolkata,5800000
Nov 2018,Jul 2018,"71,235 km",1461cc,1st,4,110@4000,5,205,475,50,2,Diesel,UP14**7343,Manual,2025-11-04,Comprehensive,Front Wheel Drive,SUV,Duster,Renault,ghaziabad,500296
Jun 2019,Jan 2019,"70,218 km",1461cc,1st,4,110@4000,5,205,475,50,2,Diesel,TS10**9106,Manual,,Insurance Expired,Front Wheel Drive,SUV,Duster,Renault,hyderabad,769296
Nov 2021,Aug 2021,"22,969 km",1498cc,1st,4,106@5600,5,205,475,50,2,Petrol,KL08**5244,Manual,2025-10-24,Comprehensive,Front Wheel Drive,SUV,Duster,Renault,kochi,788296
Sep 2021,Aug 2021,"18,711 km",999cc,1st,3,72@6250,5,205,405,40,2,Petrol,UP16**5703,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Kiger,Renault,gurgaon,412575
Oct 2022,Aug 2022,"21,445 km",999cc,1st,3,72@6250,5,205,405,40,4,Petrol,MH14**2359,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Kiger,Renault,pune,677885
Jan 2016,Dec 2015,"35,494 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,KA51**5892,Manual,2025-05-17,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,bangalore,268474
Apr 2016,Mar 2016,"89,943 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,KA51**0085,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Kwid,Renault,bangalore,277474
Jul 2016,Jun 2016,"69,925 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,KA01**6083,Manual,2025-07-06,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,bangalore,291474
Mar 2017,Sep 2016,"73,585 km",799cc,3rd,3,54@5678,5,180,300,28,,Petrol,*****3919,Manual,2025-10-19,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,chennai,275000
May 2016,Mar 2016,"54,318 km",799cc,2nd,3,54@5678,5,180,300,28,1,Petrol,KL63*1896,Manual,2025-04-22,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,kochi,250000
Nov 2016,Oct 2016,"23,126 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,HR26**5719,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Kwid,Renault,new-delhi,256474
Jun 2016,Jun 2016,"73,025 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,MH03**5336,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Kwid,Renault,pune,237674
Jun 2016,May 2016,"39,120 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,MH14**8148,Manual,2025-12-20,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,pune,288000
Jan 2016,Jan 2016,"41,499 km",799cc,1st,3,54@5678,5,180,300,28,,Petrol,MH12**8558,Manual,2025-05-05,Comprehensive,Front Wheel Drive,Hatchback,Kwid,Renault,pune,225474
