Reg_yr,Manufacturing_yr,Km_driven,Engine capacity,Prev_owners,Cylinders,Max Power,Seater,Ground_clearance,Bootspace,Fueltank,Airbags,Fueltype,RTO,Transmission,Insurance_expiry,Insurance_type,Drivetrain,Bodytype,Model,Brand,City,Price
May 2015,May 2015,"89,314 km",1197cc,2nd,4,83@6000,5,170,285,45,2,Petrol,DL3C**1019,Manual,2025-05-17,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,new-delhi,335296
Oct 2016,Oct 2016,"32,543 km",1197cc,2nd,4,83@6000,5,170,285,45,2,Petrol,CH01**7060,Manual,2025-10-04,3rd Party,Front Wheel Drive,Hatchback,Elite i20,Hyundai,chandigarh,454796
Oct 2017,Sep 2017,"89,290 km",1197cc,2nd,4,83@6000,5,170,285,45,2,CNG,KL39*8277,Manual,2025-10-10,3rd Party,Front Wheel Drive,Hatchback,Elite i20,Hyundai,kochi,414000
May 2018,Apr 2018,"42,284 km",1197cc,1st,4,83@6000,5,170,285,40,2,Petrol,DL10**9391,Manual,2025-09-03,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,ghaziabad,469796
Feb 2019,Jul 2018,"12,704 km",1197cc,1st,4,83@6000,5,170,285,40,2,Petrol,DL2C**8476,Automatic,2026-01-01,3rd Party,Front Wheel Drive,Hatchback,Elite i20,Hyundai,ghaziabad,583000
Aug 2018,May 2018,"29,274 km",1197cc,1st,4,83@6000,5,170,285,40,2,Petrol,HR87*4121,Manual,2025-07-06,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,gurgaon,551796
May 2018,Jan 2018,"73,426 km",,1st,,,,,,,,Petrol,DL1C*4138,Manual,,Insurance Expired,,Hatchback,Elite i20,Hyundai,noida,451796
Sep 2019,Jun 2019,"35,693 km",1197cc,1st,4,83@6000,5,170,285,40,2,Petrol,WB02**3914,Manual,2025-08-27,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,kolkata,504796
Aug 2020,Jul 2020,"37,873 km",1197cc,1st,4,83@6000,5,170,285,40,6,Petrol,KA03**9350,Manual,2025-08-13,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,bangalore,782796
Aug 2013,Jul 2013,"76,846 km",814cc,3rd,3,56@5500,5,,,34,,Petrol,******2307,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Eon,Hyundai,ahmedabad,111000
Jul 2014,Jun 2014,"31,043 km",814cc,2nd,3,56@5500,5,,,34,,Petrol,KA01**3056,Manual,2025-11-29,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,bangalore,253474
Dec 2014,Dec 2014,"39,185 km",814cc,1st,3,56@5500,5,,,34,,Petrol,******7139,Manual,2025-12-28,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,chennai,230000
Dec 2014,Nov 2014,"54,963 km",814cc,1st,3,56@5500,5,,,34,,Petrol,TN14*1549,Manual,2025-12-29,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,chennai,265000
Oct 2015,Jan 2015,"181,167 km",814cc,1st,3,56@5500,5,,,34,,Petrol,******3237,Manual,2026-05-06,3rd Party,Front Wheel Drive,Hatchback,Eon,Hyundai,ahmedabad,142000
Oct 2015,Jun 2015,"73,171 km",814cc,1st,3,56@5500,5,,215,32,,Petrol,KA04**6862,Manual,2024-11-16,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,bangalore,235474
Jul 2015,Feb 2015,"57,751 km",814cc,1st,3,56@5500,5,170,215,32,,Petrol,KL48*1067,Manual,2025-12-07,3rd Party,Front Wheel Drive,Hatchback,Eon,Hyundai,kochi,240000
Mar 2015,Jan 2015,"16,824 km",814cc,2nd,3,56@5500,5,,,34,,Petrol,MH05**4619,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Eon,Hyundai,mumbai,234474
Sep 2015,Aug 2015,"59,891 km",814cc,2nd,3,56@5500,5,,215,32,,Petrol,MH06**1780,Manual,2025-10-02,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,pune,240474
Jan 2016,Nov 2015,"28,349 km",814cc,2nd,3,56@5500,5,,215,32,,Petrol,MH12**8809,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Eon,Hyundai,pune,304474
Aug 2016,Apr 2016,"16,257 km",814cc,2nd,3,56@5500,5,,215,32,,Petrol,UP32**0574,Manual,2025-05-27,3rd Party,Front Wheel Drive,Hatchback,Eon,Hyundai,lucknow,256474
Jan 2018,Nov 2017,"41,120 km",814cc,1st,3,56@5500,5,170,215,32,,Petrol,TN10**4541,Manual,2025-05-16,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,chennai,299474
Apr 2017,Feb 2017,"67,259 km",814cc,1st,3,56@5500,5,170,215,32,,Petrol,KL11**6610,Manual,2025-08-29,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,kochi,229474
Mar 2017,Mar 2017,"82,229 km",814cc,1st,3,56@5500,5,170,215,32,1,Petrol,MH32*5393,Manual,2026-03-17,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,pune,290000
Apr 2018,Jan 2018,"38,567 km",814cc,1st,3,56@5500,5,170,215,32,,Petrol,TS07**0154,Manual,2026-03-18,Zero Depreciation,Front Wheel Drive,Hatchback,Eon,Hyundai,hyderabad,332000
Apr 2018,Mar 2018,"99,804 km",814cc,2nd,3,56@5500,5,170,215,32,,Petrol,TS13**1049,Manual,2025-08-20,Comprehensive,Front Wheel Drive,Hatchback,Eon,Hyundai,hyderabad,251474
Jul 2018,May 2018,"70,909 km",814cc,1st,3,56@5500,5,170,215,32,,Petrol,KL29*2987,Manual,2025-07-15,3rd Party,Front Wheel Drive,Hatchback,Eon,Hyundai,kochi,277000
Jul 2023,Jun 2023,"13,518 km",1197cc,1st,4,83@6000,5,185,391,37,6,Petrol,DL10**6842,Automatic,2026-07-09,3rd Party,Front Wheel Drive,Hatchback,EXTER,Hyundai,new-delhi,798500
Mar 2024,Jan 2024,"8,922 km",1197cc,1st,4,69@6000,5,185,,37,6,CNG,HR06**9755,Manual,2026-02-20,Comprehensive,Front Wheel Drive,Hatchback,EXTER,Hyundai,faridabad,813500
Apr 2024,Mar 2024,"13,155 km",1197cc,1st,4,69@6000,5,185,,37,6,CNG,DL12**8657,Manual,2026-04-29,Comprehensive,Front Wheel Drive,Hatchback,EXTER,Hyundai,noida,808500
Jul 2024,Jun 2024,"1,768 km",1197cc,1st,4,83@6000,5,185,391,37,6,Petrol,MH12**8633,Automatic,2027-07-01,3rd Party,Front Wheel Drive,Hatchback,EXTER,Hyundai,pune,1039232
Jan 2014,Nov 2013,"32,693 km",1197cc,1st,4,83@6000,5,,,43,,Petrol,UP16**7828,Manual,2026-01-01,Comprehensive,Front Wheel Drive,Hatchback,Grand i10,Hyundai,ghaziabad,288000
Dec 2014,Oct 2014,"50,279 km",1197cc,1st,4,83@6000,5,,,43,,Petrol,GJ01**5846,Manual,2025-12-13,Comprehensive,Front Wheel Drive,Hatchback,Grand i10,Hyundai,ahmedabad,358223
Jul 2014,Jun 2014,"23,625 km",1197cc,2nd,4,83@6000,5,,,43,,CNG,MH02**4543,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Grand i10,Hyundai,mumbai,314796
Jul 2015,Jul 2015,"45,191 km",1197cc,2nd,4,83@6000,5,,,43,,Petrol,DL1C*5387,Manual,2025-05-21,3rd Party,Front Wheel Drive,Hatchback,Grand i10,Hyundai,ghaziabad,307796
Jul 2015,Jul 2015,"62,598 km",1197cc,2nd,4,83@6000,5,,,43,,Petrol,DL8C**9458,Manual,2025-06-28,Comprehensive,Front Wheel Drive,Hatchback,Grand i10,Hyundai,ghaziabad,309057
Sep 2015,Apr 2015,"37,507 km",1197cc,2nd,4,83@6000,5,,,43,,Petrol,DL7C*6548,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Grand i10,Hyundai,ghaziabad,314796
Jul 2015,Jan 2015,"34,303 km",1197cc,1st,4,83@6000,5,,,43,,Petrol,WB02**2668,Manual,2025-10-20,Comprehensive,Front Wheel Drive,Hatchback,Grand i10,Hyundai,kolkata,300118
May 2015,Mar 2015,"76,411 km",1197cc,2nd,4,83@6000,5,,,43,,Petrol,UP78**4868,Manual,2025-06-13,Comprehensive,Front Wheel Drive,Hatchback,Grand i10,Hyundai,lucknow,296796
Nov 2015,Jun 2015,"63,072 km",1197cc,1st,4,83@6000,5,,,43,,Petrol,DL8C**7796,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Grand i10,Hyundai,noida,312221
Oct 2016,Oct 2016,"92,845 km",1197cc,1st,4,83@6000,5,,,43,,Petrol,KL36*2632,Manual,2025-02-22,3rd Party,Front Wheel Drive,Hatchback,Grand i10,Hyundai,kochi,318796
Oct 2017,Aug 2017,"53,492 km",1197cc,1st,4,83@6000,5,165,,43,1,Petrol,KA03**4438,Manual,2025-09-29,3rd Party,Front Wheel Drive,Hatchback,Grand i10,Hyundai,bangalore,422192
Nov 2017,Sep 2017,"28,374 km",,2nd,,,,,,,,Petrol,WB12**5799,Manual,2025-12-24,Zero Depreciation,,Hatchback,Grand i10,Hyundai,kolkata,348254
Sep 2017,Mar 2017,"30,090 km",1197cc,1st,4,83@6000,5,165,,43,1,Petrol,DL10**6513,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Grand i10,Hyundai,new-delhi,407796
Jun 2019,Mar 2019,"79,768 km",1197cc,1st,4,83@6000,5,165,,43,2,Petrol,KA50*8243,Automatic,2025-05-25,3rd Party,Front Wheel Drive,Hatchback,Grand i10,Hyundai,bangalore,584796
Mar 2019,Jan 2019,"15,981 km",1197cc,1st,4,83@6000,5,165,,43,2,Petrol,DL9C**4820,Manual,2026-03-04,3rd Party,Front Wheel Drive,Hatchback,Grand i10,Hyundai,new-delhi,452040
Nov 2020,Oct 2020,"59,212 km",1197cc,1st,4,83@6000,5,167,260,37,2,Petrol,UP44**4378,Manual,2025-10-20,3rd Party,Front Wheel Drive,Hatchback,GRAND I10 NIOS,Hyundai,lucknow,461796
Sep 2021,Sep 2021,"20,665 km",1197cc,1st,4,83@6000,5,,260,37,2,Petrol,KA01**2574,Automatic,2025-09-26,Zero Depreciation,Front Wheel Drive,Hatchback,GRAND I10 NIOS,Hyundai,bangalore,660796
May 2021,Mar 2021,"77,499 km",1197cc,2nd,4,69@6000,5,167,,60,2,CNG,UP65**4001,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,GRAND I10 NIOS,Hyundai,lucknow,491856
Apr 2023,Mar 2023,"23,132 km",1197cc,2nd,4,83@6000,5,,,37,6,Petrol,DL8C**1141,Manual,2026-04-18,Comprehensive,Front Wheel Drive,Hatchback,GRAND I10 NIOS,Hyundai,new-delhi,614014
Aug 2011,Mar 2011,"56,654 km",1197cc,3rd,4,80@6000,5,,225,35,,Petrol,*****0966,Manual,2025-09-04,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,chennai,180000
May 2013,Apr 2013,"56,599 km",1086cc,1st,4,69@5500,5,,225,34,,Petrol,GJ01**8733,Manual,2025-04-26,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,ahmedabad,271296
Nov 2013,Sep 2013,"94,634 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,DL10**0727,Manual,2025-11-16,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,ghaziabad,215736
Aug 2013,Jul 2013,"84,519 km",1197cc,1st,4,80@6000,5,,225,35,,Petrol,KL11**1599,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,i10,Hyundai,kochi,198796
Jul 2013,Jun 2013,"27,306 km",1197cc,1st,4,80@6000,5,,225,35,,Petrol,DL4C**9480,Automatic,2025-07-24,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,noida,287096
Oct 2013,Jun 2013,"33,200 km",1197cc,1st,4,80@6000,5,,225,35,,Petrol,DL2C**3968,Manual,2025-10-22,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,noida,229346
Oct 2013,Jul 2013,"41,377 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,DL3C**6663,Manual,2025-10-16,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,noida,234796
Apr 2014,Feb 2014,"75,751 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,HR26**3825,Manual,2026-01-03,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,gurgaon,238000
Apr 2014,Jan 2014,"95,788 km",1086cc,2nd,4,69@5500,5,,225,35,,Petrol,AP37**0015,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,i10,Hyundai,hyderabad,258796
Oct 2014,Sep 2014,"28,531 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,MH04**6843,Manual,2025-10-13,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,mumbai,276796
Jun 2014,May 2014,"20,159 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,DL12**8792,Manual,2025-06-19,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,new-delhi,261796
Dec 2015,Aug 2015,"93,880 km",1086cc,1st,4,69@5500,5,,225,35,,CNG,GJ02**2089,Manual,2025-11-25,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,ahmedabad,306296
Jun 2015,Feb 2015,"62,200 km",1086cc,2nd,4,69@5500,5,,225,35,,Petrol,GJ05**7679,Manual,2025-08-02,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,ahmedabad,306296
Jan 2016,Aug 2015,"39,595 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,DL7C*8340,Manual,2026-01-20,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,new-delhi,293000
Jul 2016,Jun 2016,"38,996 km",1086cc,2nd,4,69@5500,5,165,225,35,,Petrol,WB02**8672,Manual,2025-06-22,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,kolkata,285796
Dec 2016,Dec 2016,"53,677 km",1086cc,2nd,4,69@5500,5,,225,35,,Petrol,WB16**7743,Manual,2025-09-05,3rd Party,Front Wheel Drive,Hatchback,i10,Hyundai,kolkata,265796
May 2016,Apr 2016,"89,321 km",1086cc,1st,4,69@5500,5,,225,35,,Petrol,UP32**9877,Manual,2026-01-26,Comprehensive,Front Wheel Drive,Hatchback,i10,Hyundai,lucknow,258000
Aug 2013,May 2013,"29,734 km",1197cc,2nd,4,84@6000,5,,,45,,Petrol,MH12**2113,Manual,2025-12-22,Comprehensive,Front Wheel Drive,Hatchback,i20,Hyundai,pune,331448
Jul 2014,Apr 2014,"101,320 km",1197cc,2nd,4,84@6000,5,,,45,,Petrol,PB65*3182,Manual,2025-08-05,Comprehensive,Front Wheel Drive,Hatchback,i20,Hyundai,chandigarh,309841
Apr 2016,Mar 2016,"56,030 km",1197cc,1st,4,83@6000,5,190,,45,2,Petrol,DL7C*9570,Manual,2025-04-10,Comprehensive,Front Wheel Drive,Hatchback,i20 Active,Hyundai,noida,401796
Mar 2021,Feb 2021,"40,682 km",1197cc,1st,4,83@6000,5,,311,37,6,Petrol,GJ24**4643,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,NEW I20,Hyundai,ahmedabad,712172
Oct 2021,Mar 2021,241 km,1493cc,1st,4,100@4000,5,,311,37,2,Diesel,HR06**4481,Manual,2025-07-23,Zero Depreciation,Front Wheel Drive,Hatchback,NEW I20,Hyundai,gurgaon,653000
Mar 2023,Feb 2023,"29,632 km",1197cc,1st,4,83@6000,5,,311,37,6,Petrol,PB879116,Manual,2026-02-26,3rd Party,Front Wheel Drive,Hatchback,NEW I20,Hyundai,chandigarh,712000
Aug 2023,Jul 2023,"30,956 km",,1st,,,,,,,,Petrol,HR22*3604,Manual,2025-08-10,Comprehensive,,Hatchback,NEW I20,Hyundai,gurgaon,673000
Jul 2023,May 2023,"28,310 km",998cc,1st,3,120@6000,5,,311,37,2,Petrol,DL11**1002,Automatic,2026-06-26,Comprehensive,Front Wheel Drive,Hatchback,NEW I20,Hyundai,noida,907295
Jul 2022,May 2022,"53,334 km",998cc,1st,3,120@6000,5,,311,37,6,Petrol,HR98*3394,Manual,2025-06-22,Zero Depreciation,Front Wheel Drive,Hatchback,NEW I20 N LINE,Hyundai,gurgaon,781474
Mar 2020,Jan 2019,"92,824 km",1086cc,1st,4,69@5500,5,170,235,35,1,Petrol,KL46*1006,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,NEW SANTRO,Hyundai,kochi,339796
Jun 2011,May 2011,"60,153 km",1086cc,1st,4,63@5500,5,,218,35,,Petrol,******3874,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Santro Xing,Hyundai,lucknow,94000
Aug 2014,Jul 2014,"97,272 km",1086cc,1st,4,63@5500,5,,218,35,,Petrol,KA19**4745,Manual,2025-08-26,Comprehensive,Front Wheel Drive,Hatchback,Santro Xing,Hyundai,bangalore,281796
Jul 2020,Jul 2020,"40,825 km",998cc,2nd,3,120@6000,5,190,350,45,2,Petrol,DL1C**7205,Automatic,2025-07-22,Zero Depreciation,Front Wheel Drive,SUV,VENUE,Hyundai,ghaziabad,743474
Aug 2021,Apr 2021,"36,861 km",1197cc,2nd,4,83@6000,5,190,350,45,2,Petrol,UP40**5123,Manual,,Insurance Expired,Front Wheel Drive,SUV,VENUE,Hyundai,lucknow,601796
May 2021,Apr 2021,"29,744 km",1197cc,1st,4,83@6000,5,190,350,45,2,Petrol,UP78**1219,Manual,,Insurance Expired,Front Wheel Drive,SUV,VENUE,Hyundai,new-delhi,641286
Sep 2022,Aug 2022,"40,774 km",1197cc,1st,4,83@6000,5,,350,45,2,Petrol,PB10**6528,Manual,2025-09-07,3rd Party,Front Wheel Drive,SUV,VENUE,Hyundai,chandigarh,744796
Jul 2023,Jun 2023,"24,426 km",1197cc,1st,4,83@6000,5,,350,45,2,Petrol,DL3C**6839,Manual,2025-07-31,Zero Depreciation,Front Wheel Drive,SUV,VENUE,Hyundai,faridabad,816796
Apr 2015,Jan 2015,"44,431 km",,2nd,,,,,,,,Petrol,MH03**2503,Manual,,Insurance Expired,,Sedan,Verna,Hyundai,mumbai,430153
Jul 2016,Apr 2016,"89,473 km",1591cc,1st,4,123@6300,5,165,,43,2,Petrol,GJ01**4260,Manual,2025-08-09,Comprehensive,Front Wheel Drive,Sedan,Verna,Hyundai,ahmedabad,502777
Feb 2016,Feb 2016,"56,484 km",1396cc,2nd,4,107@6300,5,165,,43,2,Petrol,UP62**9409,Manual,,Insurance Expired,Front Wheel Drive,Sedan,Verna,Hyundai,lucknow,464796
Nov 2017,Nov 2017,"36,698 km",1591cc,1st,4,123@6400,5,165,480,45,6,Petrol,KA05**4433,Automatic,2025-11-14,Comprehensive,Front Wheel Drive,Sedan,Verna,Hyundai,bangalore,893077
Oct 2017,Sep 2017,"107,837 km",1591cc,3rd,4,123@6400,5,165,480,45,6,Petrol,KL07**7332,Automatic,2025-07-01,3rd Party,Front Wheel Drive,Sedan,Verna,Hyundai,kochi,638277
Nov 2018,Aug 2018,"32,817 km",1591cc,1st,4,123@6300,5,165,445,43,2,Petrol,DL8C**7553,Manual,,Insurance Expired,Front Wheel Drive,Sedan,Verna,Hyundai,ghaziabad,721277
Aug 2018,Jul 2018,"96,400 km",1591cc,1st,4,123@6300,5,165,445,43,2,Petrol,DL8C**9544,Manual,2025-08-11,Zero Depreciation,Front Wheel Drive,Sedan,Verna,Hyundai,new-delhi,606277
Jul 2019,Apr 2019,"106,751 km",1591cc,1st,4,123@6400,5,165,480,45,2,Petrol,TS07**8897,Automatic,,Insurance Expired,Front Wheel Drive,Sedan,Verna,Hyundai,hyderabad,888687
Sep 2019,Jul 2019,"65,203 km",1591cc,1st,4,123@6300,5,165,445,43,2,Petrol,DL7C*2169,Manual,2025-09-07,Zero Depreciation,Front Wheel Drive,Sedan,Verna,Hyundai,new-delhi,768277
Nov 2021,Sep 2021,"27,408 km",1497cc,1st,4,115@6300,5,165,480,45,2,Petrol,WB08*4951,Manual,2025-10-28,3rd Party,Front Wheel Drive,Sedan,Verna,Hyundai,kolkata,783796
May 2021,Apr 2021,"33,745 km",1497cc,1st,4,115@6300,5,165,480,45,2,Petrol,UP14**9964,Manual,2025-05-31,Comprehensive,Front Wheel Drive,Sedan,Verna,Hyundai,noida,802649
Oct 2014,Aug 2014,"74,581 km",1197cc,1st,4,83@6000,5,,407,43,,Petrol,DL10**4957,Manual,2025-10-20,Comprehensive,Front Wheel Drive,Sedan,Xcent,Hyundai,new-delhi,290216
Feb 2018,Nov 2017,"80,450 km",1197cc,1st,4,83@6000,5,167,407,43,2,Petrol,HR49*7229,Manual,2025-06-23,Comprehensive,Front Wheel Drive,Sedan,Xcent,Hyundai,chandigarh,399796
Mar 2013,Mar 2012,"71,082 km",2993cc,3rd,6,275@4000,5,,520,83,,Diesel,MH15**0999,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,XJ L,Jaguar,pune,2150000
May 2019,May 2018,"28,000 km",2993cc,2nd,6,301@4000,5,104,479,77,6,Diesel,WB02**1008,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,XJ L,Jaguar,kolkata,4000000
Oct 2017,Sep 2017,"95,685 km",1956cc,1st,4,173@3750,5,178,438,60,2,Diesel,HR26**4380,Manual,2025-09-28,Comprehensive,Front Wheel Drive,SUV,Compass,Jeep,chandigarh,725000
Nov 2018,Nov 2018,"49,590 km",1956cc,1st,4,173@3750,5,206,438,60,6,Diesel,HR26**3034,Manual,2025-11-25,3rd Party,Front Wheel Drive,SUV,Compass,Jeep,gurgaon,788277
Jun 2018,Feb 2018,"79,202 km",1956cc,1st,4,173@3750,5,178,438,60,2,Diesel,MH09**0050,Manual,2025-06-17,Comprehensive,Front Wheel Drive,SUV,Compass,Jeep,pune,1042175
Dec 2019,Mar 2019,"101,171 km",1956cc,1st,4,173@3750,5,178,438,60,2,Diesel,******1371,Manual,2025-12-26,Comprehensive,Front Wheel Drive,SUV,Compass,Jeep,ambala,1203000
Mar 2020,Jun 2019,"71,098 km",1368cc,1st,4,163@5500,5,178,438,60,2,Petrol,HR51**7084,Automatic,2025-03-01,3rd Party,Front Wheel Drive,SUV,Compass,Jeep,faridabad,937796
Jun 2019,May 2019,"47,624 km",1368cc,2nd,4,163@5500,5,206,438,60,6,Petrol,TS06**4445,Automatic,2025-12-12,Comprehensive,Front Wheel Drive,SUV,Compass,Jeep,hyderabad,1279540
Feb 2022,Feb 2022,"18,302 km",1995cc,1st,4,268@5150,5,,,81,4,Petrol,JH01**5566,Automatic,1970-01-01,,4X4,SUV,WRANGLER,Jeep,new-delhi,5075000
Nov 2022,Nov 2022,"19,119 km",1995cc,2nd,4,268@5150,5,,,81,4,Petrol,DD01*8282,Automatic,2025-11-01,Comprehensive,4X4,SUV,WRANGLER,Jeep,pune,6900000
May 2022,Feb 2022,"56,590 km",1353cc,2nd,4,140@6000,7,,216,45,6,Petrol,CH01**9057,Manual,2026-03-21,Zero Depreciation,Front Wheel Drive,SUV,CARENS,KIA,chandigarh,1072990
Sep 2022,Sep 2022,"68,534 km",1493cc,1st,4,115@4000,7,,216,45,6,Diesel,TN01**1011,Automatic,2025-09-16,Zero Depreciation,Front Wheel Drive,SUV,CARENS,KIA,chennai,1618156
Mar 2022,Feb 2022,"40,911 km",1493cc,1st,4,115@4000,7,,216,45,6,Diesel,WB12**8668,Manual,2025-02-28,Comprehensive,Front Wheel Drive,SUV,CARENS,KIA,kolkata,1176746
Aug 2022,Jul 2022,"91,090 km",1493cc,1st,4,115@4000,7,,216,45,6,Diesel,******1575,Manual,2025-08-22,3rd Party,Front Wheel Drive,SUV,CARENS,KIA,lucknow,1147000
Apr 2022,Mar 2022,"19,568 km",1493cc,1st,4,115@4000,7,,216,45,6,Diesel,MH20**8120,Manual,2025-04-12,Comprehensive,Front Wheel Drive,SUV,CARENS,KIA,mumbai,1300006
May 2023,Mar 2023,"36,249 km",1482cc,1st,4,160@5500,7,,216,45,6,Petrol,GJ23**8912,Manual,2026-05-03,Comprehensive,Front Wheel Drive,SUV,CARENS,KIA,ahmedabad,1173055
Jul 2023,Jul 2023,"39,689 km",1482cc,1st,4,160@5500,7,,216,45,6,Petrol,KA03**1271,Manual,,Insurance Expired,Front Wheel Drive,SUV,CARENS,KIA,bangalore,1070736
Apr 2023,Mar 2023,"26,694 km",,1st,,,,,,,,Diesel,KA66*5307,Manual,2026-04-17,Zero Depreciation,,SUV,CARENS,KIA,bangalore,1470940
Jan 2023,Sep 2023,"21,123 km",1482cc,1st,4,160@5500,7,,216,45,6,Petrol,TN13**1968,Manual,2026-01-27,3rd Party,Front Wheel Drive,SUV,CARENS,KIA,chennai,1084110
Feb 2024,Feb 2024,"18,219 km",1493cc,1st,4,116@4000,7,,216,45,6,Diesel,GJ27**8580,Manual,2025-02-26,Comprehensive,Front Wheel Drive,SUV,CARENS,KIA,ahmedabad,1230462
Apr 2024,Feb 2024,"7,516 km",,1st,,,,,,,,Petrol,MH12**7187,Manual,,Insurance Expired,,SUV,CARENS,KIA,pune,1511096
Jan 2020,Dec 2019,"71,020 km",1353cc,1st,4,140@6000,5,190,433,50,6,Petrol,GJ01**4971,Automatic,,Insurance Expired,Front Wheel Drive,SUV,SELTOS,KIA,ahmedabad,1056542
Dec 2019,Nov 2019,"29,541 km",1497cc,1st,4,115@6300,5,190,433,50,2,Petrol,HR05**1089,Automatic,2025-04-20,3rd Party,Front Wheel Drive,SUV,SELTOS,KIA,gurgaon,1006796
Nov 2019,Jul 2019,"41,719 km",1493cc,1st,4,115@4000,5,190,433,50,2,Diesel,TS09**3084,Manual,2025-10-14,Zero Depreciation,Front Wheel Drive,SUV,SELTOS,KIA,hyderabad,1076796
